borrowing_id,funding_source,cost_of_funds,maturity_bucket,interest_reset_type,borrowing_amount,rollover_risk_score,flag_cost_invalid,flag_rollover_invalid,cost_of_funds_outlier_flag,borrowing_amount_outlier_flag,rollover_risk_score_outlier_flag,annual_interest_expense,is_short_term_funding,funding_risk_exposure
784,bank line,6.63,6m,floating,25172822,0.8333,False,False,False,False,False,1668958.1,0,20976512.57
785,term loan,8.4,1y,fixed,13305542,0.4172,False,False,False,False,False,1117665.53,0,5551072.12
786,bank line,6.02,3m,floating,12206949,0.7212,False,False,False,False,False,734858.33,1,8803651.62
787,ncd,7.08,1m,fixed,43784972,0.4983,False,False,False,False,False,3099976.02,1,21818051.55
788,bank line,7.7,3m,fixed,14331308,0.0854,False,False,False,False,False,1103510.72,1,1223893.7
789,term loan,6.94,6m,fixed,9099512,0.8224,False,False,False,False,False,631506.13,0,7483438.67
790,commercial paper,8.15,3y,floating,38974100,0.2193,False,False,False,False,False,3176389.15,0,8547020.13
791,term loan,7.69,3y,fixed,18496453,0.7068,False,False,False,False,False,1422377.24,0,13073292.98
792,term loan,10.42,3m,floating,15501001,0.5274,False,False,False,False,False,1615204.3,1,8175227.93
793,commercial paper,11.43,1m,fixed,2761690,0.6905,False,False,False,False,False,315661.17,1,1906946.94
794,ncd,5.71,3y,floating,35800124,0.4712,False,False,False,False,False,2044187.08,0,16869018.43
795,bank line,10.76,3y,fixed,42971571,0.7026,False,False,False,False,False,4623741.04,0,30191825.78
796,ncd,11.52,6m,fixed,33681177,0.0328,False,False,False,False,False,3880071.59,0,1104742.61
797,commercial paper,9.81,6m,floating,22721705,0.0409,False,False,False,False,False,2228999.26,0,929317.73
798,ncd,11.97,1m,fixed,20616824,0.8963,False,False,False,False,False,2467833.83,1,18478859.35
799,commercial paper,7.35,3y,fixed,13937307,0.7497,False,False,False,False,False,1024392.06,0,10448799.06
800,term loan,10.81,1y,fixed,14780337,0.8285,False,False,False,False,False,1597754.43,0,12245509.2
801,ncd,9.72,3m,fixed,3894394,0.4566,False,False,False,False,False,378535.1,1,1778180.3
802,bank line,7.26,3y,floating,49354715,0.4596,False,False,False,False,False,3583152.31,0,22683427.01
803,bank line,9.93,3m,fixed,12727618,0.534,False,False,False,False,False,1263852.47,1,6796548.01
804,commercial paper,8.57,3y,floating,35863296,0.2437,False,False,False,False,False,3073484.47,0,8739885.24
805,term loan,6.32,6m,floating,17282740,0.7335,False,False,False,False,False,1092269.17,0,12676889.79
806,ncd,6.22,1m,fixed,20841730,0.8295,False,False,False,False,False,1296355.61,1,17288215.04
807,ncd,9.99,1y,fixed,31767773,0.9072,False,False,False,False,False,3173600.52,0,28819723.67
808,commercial paper,9.98,6m,floating,4491090,0.517,False,False,False,False,False,448210.78,0,2321893.53
809,ncd,8.72,1m,fixed,27918240,0.4146,False,False,False,False,False,2434470.53,1,11574902.3
810,bank line,8.51,6m,fixed,5680583,0.8309,False,False,False,False,False,483417.61,0,4719996.41
811,bank line,6.26,3m,floating,47206738,0.7527,False,False,False,False,False,2955141.8,1,35532511.69
812,ncd,8.01,3y,floating,28316847,0.8673,False,False,False,False,False,2268179.44,0,24559201.4
813,ncd,11.1,6m,fixed,44582180,0.6557,False,False,False,False,False,4948621.98,0,29232535.43
814,term loan,10.98,1m,fixed,8237828,0.8833,False,False,False,False,False,904513.51,1,7276473.47
815,term loan,9.63,3y,fixed,39719291,0.089,False,False,False,False,False,3824967.72,0,3535016.9
816,ncd,11.98,3m,fixed,7875425,0.6796,False,False,False,False,False,943475.92,1,5352138.83
817,ncd,11.25,3m,floating,28819702,0.0888,False,False,False,False,False,3242216.48,1,2559189.54
818,commercial paper,6.02,1y,floating,9024829,0.7489,False,False,False,False,False,543294.71,0,6758694.44
819,term loan,7.79,3y,fixed,46782438,0.6284,False,False,False,False,False,3644351.92,0,29398084.04
820,ncd,5.92,3m,floating,7210857,0.016,False,False,False,False,False,426882.73,1,115373.71
821,commercial paper,8.26,6m,floating,17702505,0.5993,False,False,False,False,False,1462226.91,0,10609111.25
822,term loan,10.43,3m,floating,31991346,0.1463,False,False,False,False,False,3336697.39,1,4680333.92
823,commercial paper,6.09,3m,fixed,11416215,0.1424,False,False,False,False,False,695247.49,1,1625669.02
824,ncd,11.16,3m,floating,3949295,0.1505,False,False,False,False,False,440741.32,1,594368.9
825,bank line,8.98,1y,fixed,2485077,0.4838,False,False,False,False,False,223159.91,0,1202280.25
826,bank line,10.24,1m,floating,20608918,0.1155,False,False,False,False,False,2110353.2,1,2380330.03
827,bank line,5.32,3m,floating,6481768,0.1257,False,False,False,False,False,344830.06,1,814758.24
828,bank line,5.66,1m,fixed,7995223,0.2562,False,False,False,False,False,452529.62,1,2048376.13
829,ncd,9.35,3y,fixed,43830247,0.0009,False,False,False,False,False,4098128.09,0,39447.22
830,bank line,10.87,1m,fixed,1607647,0.2758,False,False,False,False,False,174751.23,1,443389.04
831,bank line,11.12,3y,fixed,44046706,0.6184,False,False,False,False,False,4897993.71,0,27238482.99
832,ncd,9.82,1y,fixed,38213211,0.6016,False,False,False,False,False,3752537.32,0,22989067.74
833,term loan,6.41,3y,fixed,29967120,0.9695,False,False,False,False,False,1920892.39,0,29053122.84
834,term loan,6.37,3y,fixed,16349329,0.1196,False,False,False,False,False,1041452.26,0,1955379.75
835,term loan,11.17,6m,floating,7909305,0.8656,False,False,False,False,False,883469.37,0,6846294.41
836,commercial paper,5.79,1y,floating,49270158,0.3912,False,False,False,False,False,2852742.15,0,19274485.81
837,term loan,9.8,3m,floating,45496229,0.387,False,False,False,False,False,4458630.44,1,17607040.62
838,ncd,8.73,1y,fixed,42955006,0.3488,False,False,False,False,False,3749972.02,0,14982706.09
839,term loan,7.95,6m,floating,31114581,0.1247,False,False,False,False,False,2473609.19,0,3879988.25
840,commercial paper,8.08,3y,fixed,46977584,0.4785,False,False,False,False,False,3795788.79,0,22478773.94
841,commercial paper,11.62,1y,floating,42086993,0.7874,False,False,False,False,False,4890508.59,0,33139298.29
842,bank line,11.03,6m,fixed,14387474,0.8754,False,False,False,False,False,1586938.38,0,12594794.74
843,ncd,11.05,3m,fixed,5901377,0.9629,False,False,False,False,False,652102.16,1,5682435.91
844,term loan,7.85,3y,fixed,17114520,0.7853,False,False,False,False,False,1343489.82,0,13440032.56
845,term loan,5.75,1y,floating,49440336,0.6231,False,False,False,False,False,2842819.32,0,30806273.36
846,ncd,11.98,1y,floating,8255278,0.4975,False,False,False,False,False,988982.3,0,4107000.8
847,ncd,6.02,3y,floating,44923983,0.8749,False,False,False,False,False,2704423.78,0,39303992.73
848,ncd,8.61,1y,fixed,47470810,0.7395,False,False,False,False,False,4087236.74,0,35104664.0
849,ncd,6.85,3y,floating,13064944,0.1613,False,False,False,False,False,894948.66,0,2107375.47
850,ncd,8.58,6m,floating,42691932,0.6826,False,False,False,False,False,3662967.77,0,29141512.78
851,ncd,7.13,3y,floating,8744641,0.431,False,False,False,False,False,623492.9,0,3768940.27
852,ncd,11.28,3m,floating,45710250,0.5958,False,False,False,False,False,5156116.2,1,27234166.95
853,commercial paper,11.78,3y,fixed,43338919,0.8984,False,False,False,False,False,5105324.66,0,38935684.83
854,bank line,7.87,1y,fixed,9875277,0.6526,False,False,False,False,False,777184.3,0,6444605.77
855,term loan,5.49,3y,fixed,8983603,0.9387,False,False,False,False,False,493199.8,0,8432908.14
856,commercial paper,9.64,3y,floating,16572759,0.8664,False,False,False,False,False,1597613.97,0,14358638.4
857,commercial paper,7.64,3y,fixed,16293979,0.1289,False,False,False,False,False,1244860.0,0,2100293.89
858,term loan,11.9,3m,fixed,22106150,0.0117,False,False,False,False,False,2630631.85,1,258641.96
859,commercial paper,5.63,3m,fixed,26863057,0.3844,False,False,False,False,False,1512390.11,1,10326159.11
860,ncd,5.83,1y,floating,14316312,0.8653,False,False,False,False,False,834640.99,0,12387904.77
861,commercial paper,9.9,1y,fixed,21630884,0.2301,False,False,False,False,False,2141457.52,0,4977266.41
862,term loan,10.31,3y,floating,10228933,0.6914,False,False,False,False,False,1054602.99,0,7072284.28
863,bank line,8.3,1m,fixed,16664108,0.476,False,False,False,False,False,1383120.96,1,7932115.41
864,term loan,6.94,6m,floating,47038494,0.7461,False,False,False,False,False,3264471.48,0,35095420.37
865,bank line,7.17,3y,fixed,8519643,0.165,False,False,False,False,False,610858.4,0,1405741.1
866,ncd,7.37,6m,floating,28268039,0.2391,False,False,False,False,False,2083354.47,0,6758888.12
867,commercial paper,6.58,3m,floating,38113162,0.2425,False,False,False,False,False,2507846.06,1,9242441.78
868,term loan,10.95,1y,floating,31263988,0.5485,False,False,False,False,False,3423406.69,0,17148297.42
869,term loan,5.46,1m,floating,27424079,0.2896,False,False,False,False,False,1497354.71,1,7942013.28
870,bank line,7.85,1y,floating,7267801,0.8117,False,False,False,False,False,570522.38,0,5899274.07
871,commercial paper,10.23,3m,fixed,5437440,0.3468,False,False,False,False,False,556250.11,1,1885704.19
872,term loan,5.03,3y,floating,5713468,0.6609,False,False,False,False,False,287387.44,0,3776031.0
873,term loan,11.15,3m,fixed,10476122,0.9485,False,False,False,False,False,1168087.6,1,9936601.72
874,commercial paper,9.94,1m,floating,1248943,0.6069,False,False,False,False,False,124144.93,1,757983.51
875,ncd,5.51,3y,fixed,22702123,0.2422,False,False,False,False,False,1250886.98,0,5498454.19
876,bank line,11.26,3y,fixed,38920560,0.8305,False,False,False,False,False,4382455.06,0,32323525.08
877,term loan,8.41,1m,fixed,46571208,0.0125,False,False,False,False,False,3916638.59,1,582140.1
878,commercial paper,9.57,1y,floating,14708825,0.2565,False,False,False,False,False,1407634.55,0,3772813.61
879,ncd,11.17,3y,fixed,47115077,0.3875,False,False,False,False,False,5262754.1,0,18257092.34
880,term loan,11.17,1y,floating,3215692,0.196,False,False,False,False,False,359192.8,0,630275.63
881,ncd,7.86,6m,floating,44362992,0.604,False,False,False,False,False,3486931.17,0,26795247.17
882,term loan,6.66,1m,fixed,4343838,0.558,False,False,False,False,False,289299.61,1,2423861.6
883,term loan,6.8,6m,floating,11154607,0.4065,False,False,False,False,False,758513.28,0,4534347.75
884,ncd,10.36,3y,fixed,6473892,0.2944,False,False,False,False,False,670695.21,0,1905913.8
885,bank line,11.51,1m,floating,7562058,0.4339,False,False,False,False,False,870392.88,1,3281176.97
886,ncd,5.51,3y,fixed,11572553,0.2912,False,False,False,False,False,637647.67,0,3369927.43
887,commercial paper,5.11,1m,floating,25494747,0.2213,False,False,False,False,False,1302781.57,1,5641987.51
888,term loan,10.76,1y,fixed,22421268,0.3513,False,False,False,False,False,2412528.44,0,7876591.45
889,ncd,7.71,3m,floating,31530868,0.6023,False,False,False,False,False,2431029.92,1,18991041.8
890,ncd,6.94,3m,floating,1712757,0.6484,False,False,False,False,False,118865.34,1,1110551.64
891,term loan,6.32,1m,fixed,29409496,0.2973,False,False,False,False,False,1858680.15,1,8743443.16
892,term loan,7.43,6m,floating,47501737,0.9474,False,False,False,False,False,3529379.06,0,45003145.63
893,ncd,11.8,1m,floating,34182020,0.262,False,False,False,False,False,4033478.36,1,8955689.24
894,bank line,11.84,1y,floating,4489505,0.7121,False,False,False,False,False,531557.39,0,3196976.51
895,term loan,7.32,6m,floating,41493229,0.0815,False,False,False,False,False,3037304.36,0,3381698.16
896,ncd,11.75,1m,fixed,32093079,0.6648,False,False,False,False,False,3770936.78,1,21335478.92
897,commercial paper,7.1,1m,floating,1153804,0.4599,False,False,False,False,False,81920.08,1,530634.46
898,bank line,10.98,3y,fixed,25896197,0.5691,False,False,False,False,False,2843402.43,0,14737525.71
899,commercial paper,6.48,1y,fixed,15425394,0.1841,False,False,False,False,False,999565.53,0,2839815.04
900,term loan,10.79,1y,floating,25435992,0.4336,False,False,False,False,False,2744543.54,0,11029046.13
901,term loan,7.48,3m,floating,6369036,0.7663,False,False,False,False,False,476403.89,1,4880592.29
902,bank line,6.37,3y,fixed,3699483,0.7671,False,False,False,False,False,235657.07,0,2837873.41
903,term loan,11.54,6m,fixed,5856811,0.2376,False,False,False,False,False,675875.99,0,1391578.29
904,commercial paper,6.5,3m,floating,33321963,0.3526,False,False,False,False,False,2165927.6,1,11749324.15
905,ncd,11.94,1y,floating,45558790,0.0038,False,False,False,False,False,5439719.53,0,173123.4
906,ncd,5.76,1m,floating,14432976,0.09,False,False,False,False,False,831339.42,1,1298967.84
907,commercial paper,5.07,3y,fixed,13501096,0.1267,False,False,False,False,False,684505.57,0,1710588.86
908,commercial paper,11.1,1y,fixed,25308453,0.2937,False,False,False,False,False,2809238.28,0,7433092.65
909,term loan,9.11,1y,floating,4729309,0.759,False,False,False,False,False,430840.05,0,3589545.53
910,term loan,7.95,3y,fixed,15995744,0.5103,False,False,False,False,False,1271661.65,0,8162628.16
911,bank line,5.57,1y,floating,8008887,0.7926,False,False,False,False,False,446095.01,0,6347843.84
912,ncd,9.02,3m,fixed,15693592,0.7549,False,False,False,False,False,1415562.0,1,11847092.6
913,bank line,7.76,3y,fixed,32984563,0.5871,False,False,False,False,False,2559602.09,0,19365236.94
914,commercial paper,8.39,1y,fixed,40001562,0.4999,False,False,False,False,False,3356131.05,0,19996780.84
915,commercial paper,9.41,1y,floating,23909152,0.9313,False,False,False,False,False,2249851.2,0,22266593.26
916,bank line,9.48,3y,fixed,7293362,0.5693,False,False,False,False,False,691410.72,0,4152110.99
917,bank line,11.72,1m,fixed,4403573,0.4828,False,False,False,False,False,516098.76,1,2126045.04
918,ncd,9.59,6m,floating,2099438,0.8691,False,False,False,False,False,201336.1,0,1824621.57
919,commercial paper,7.38,3y,floating,35213971,0.0714,False,False,False,False,False,2598791.06,0,2514277.53
920,bank line,7.31,1m,fixed,14338715,0.656,False,False,False,False,False,1048160.07,1,9406197.04
921,ncd,8.34,1y,fixed,13107783,0.113,False,False,False,False,False,1093189.1,0,1481179.48
922,term loan,6.82,3m,floating,23589077,0.8198,False,False,False,False,False,1608775.05,1,19338325.32
923,term loan,7.64,1y,floating,42802805,0.7927,False,False,False,False,False,3270134.3,0,33929783.52
924,ncd,10.89,1y,fixed,30056162,0.5036,False,False,False,False,False,3273116.04,0,15136283.18
925,bank line,11.02,1m,floating,17000630,0.661,False,False,False,False,False,1873469.43,1,11237416.43
926,ncd,9.39,3y,floating,32531486,0.7726,False,False,False,False,False,3054706.54,0,25133826.08
927,ncd,9.08,6m,floating,32961195,0.4833,False,False,False,False,False,2992876.51,0,15930145.54
928,bank line,7.99,6m,floating,46494103,0.906,False,False,False,False,False,3714878.83,0,42123657.32
929,term loan,9.45,3y,fixed,4134734,0.437,False,False,False,False,False,390732.36,0,1806878.76
930,ncd,10.64,3y,floating,32582444,0.892,False,False,False,False,False,3466772.04,0,29063540.05
931,term loan,10.16,3m,floating,45817668,0.5827,False,False,False,False,False,4655075.07,1,26697955.14
932,ncd,5.25,3y,floating,10067477,0.4262,False,False,False,False,False,528542.54,0,4290758.7
933,commercial paper,10.12,3m,fixed,4556955,0.0041,False,False,False,False,False,461163.85,1,18683.52
934,bank line,10.04,3y,floating,1021108,0.2956,False,False,False,False,False,102519.24,0,301839.52
935,term loan,5.69,3m,fixed,23963586,0.8679,False,False,False,False,False,1363528.04,1,20797996.29
936,bank line,6.05,3y,floating,34799570,0.4287,False,False,False,False,False,2105373.98,0,14918575.66
937,term loan,10.52,3y,fixed,29572639,0.4215,False,False,False,False,False,3111041.62,0,12464867.34
938,term loan,8.91,6m,fixed,49192932,0.4894,False,False,False,False,False,4383090.24,0,24075020.92
939,bank line,10.75,1y,floating,20047572,0.2863,False,False,False,False,False,2155113.99,0,5739619.86
940,ncd,6.29,1y,fixed,2283428,0.4916,False,False,False,False,False,143627.62,0,1122533.2
941,ncd,5.21,3m,floating,1138290,0.3758,False,False,False,False,False,59304.91,1,427769.38
942,commercial paper,6.13,1m,fixed,9103989,0.9094,False,False,False,False,False,558074.53,1,8279167.6
943,term loan,8.17,6m,fixed,30597632,0.564,False,False,False,False,False,2499826.53,0,17257064.45
944,bank line,8.66,3y,fixed,30333149,0.8342,False,False,False,False,False,2626850.7,0,25303912.9
945,term loan,11.0,6m,floating,23832985,0.6869,False,False,False,False,False,2621628.35,0,16370877.4
946,ncd,10.01,1m,fixed,26017068,0.2126,False,False,False,False,False,2604308.51,1,5531228.66
947,bank line,11.93,6m,fixed,26567658,0.8677,False,False,False,False,False,3169521.6,0,23052756.85
948,bank line,5.55,1m,fixed,11454307,0.0873,False,False,False,False,False,635714.04,1,999961.0
949,term loan,5.91,1m,floating,3466302,0.4486,False,False,False,False,False,204858.45,1,1554983.08
950,commercial paper,5.59,1m,floating,48423928,0.2392,False,False,False,False,False,2706897.58,1,11583003.58
951,ncd,8.77,1m,fixed,9230633,0.5376,False,False,False,False,False,809526.51,1,4962388.3
952,ncd,6.87,1m,fixed,3385527,0.3,False,False,False,False,False,232585.7,1,1015658.1
953,term loan,9.79,3y,floating,27570330,0.7228,False,False,False,False,False,2699135.31,0,19927834.52
954,term loan,5.93,6m,floating,10434009,0.9369,False,False,False,False,False,618736.73,0,9775623.03
955,commercial paper,5.72,1y,fixed,48945706,0.7091,False,False,False,False,False,2799694.38,0,34707400.12
956,ncd,8.22,1y,floating,47828241,0.3553,False,False,False,False,False,3931481.41,0,16993374.03
957,commercial paper,7.63,3y,floating,43663392,0.6001,False,False,False,False,False,3331516.81,0,26202401.54
